DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79281 || R2pers = 0.76403 || Elapsed time = 18.02
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78204 || R2pers = 0.76403 || Elapsed time = 157.98
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78289 || R2pers = 0.76403 || Elapsed time = 176.42
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79181 || R2pers = 0.76403 || Elapsed time = 194.22
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79158 || R2pers = 0.76403 || Elapsed time = 212.60
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79185 || R2pers = 0.76403 || Elapsed time = 231.16
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79107 || R2pers = 0.76403 || Elapsed time = 249.84
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79212 || R2pers = 0.76403 || Elapsed time = 268.66
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78923 || R2pers = 0.76403 || Elapsed time = 287.59
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79052 || R2pers = 0.76403 || Elapsed time = 307.21
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78382 || R2pers = 0.76403 || Elapsed time = 328.62
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78577 || R2pers = 0.76403 || Elapsed time = 350.71
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78412 || R2pers = 0.76403 || Elapsed time = 372.83
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79309 || R2pers = 0.76403 || Elapsed time = 407.56
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79551 || R2pers = 0.76403 || Elapsed time = 444.44
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79308 || R2pers = 0.76403 || Elapsed time = 481.77
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79153 || R2pers = 0.76403 || Elapsed time = 517.00
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79017 || R2pers = 0.76403 || Elapsed time = 550.45
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78887 || R2pers = 0.76403 || Elapsed time = 583.76
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78705 || R2pers = 0.76403 || Elapsed time = 617.44
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77989 || R2pers = 0.76403 || Elapsed time = 651.73
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78091 || R2pers = 0.76403 || Elapsed time = 685.51
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77492 || R2pers = 0.76403 || Elapsed time = 720.04
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79346 || R2pers = 0.76403 || Elapsed time = 753.67
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79508 || R2pers = 0.76403 || Elapsed time = 789.54
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79518 || R2pers = 0.76403 || Elapsed time = 825.55
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79484 || R2pers = 0.76403 || Elapsed time = 866.09
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79476 || R2pers = 0.76403 || Elapsed time = 903.76
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79402 || R2pers = 0.76403 || Elapsed time = 940.11
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78489 || R2pers = 0.76403 || Elapsed time = 977.04
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78230 || R2pers = 0.76403 || Elapsed time = 1014.02
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78627 || R2pers = 0.76403 || Elapsed time = 1051.32
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77527 || R2pers = 0.76403 || Elapsed time = 1089.31
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79349 || R2pers = 0.76403 || Elapsed time = 14.58
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79438 || R2pers = 0.76403 || Elapsed time = 28.59
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79356 || R2pers = 0.76403 || Elapsed time = 42.70
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79237 || R2pers = 0.76403 || Elapsed time = 56.91
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79220 || R2pers = 0.76403 || Elapsed time = 71.34
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79134 || R2pers = 0.76403 || Elapsed time = 85.68
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78957 || R2pers = 0.76403 || Elapsed time = 100.10
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78493 || R2pers = 0.76403 || Elapsed time = 114.68
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78131 || R2pers = 0.76403 || Elapsed time = 129.41
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78079 || R2pers = 0.76403 || Elapsed time = 144.12
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79251 || R2pers = 0.76403 || Elapsed time = 159.25
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79285 || R2pers = 0.76403 || Elapsed time = 174.63
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79291 || R2pers = 0.76403 || Elapsed time = 190.08
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79233 || R2pers = 0.76403 || Elapsed time = 205.84
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79200 || R2pers = 0.76403 || Elapsed time = 221.55
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78987 || R2pers = 0.76403 || Elapsed time = 237.57
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78747 || R2pers = 0.76403 || Elapsed time = 253.50
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78699 || R2pers = 0.76403 || Elapsed time = 269.47
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78483 || R2pers = 0.76403 || Elapsed time = 285.99
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78302 || R2pers = 0.76403 || Elapsed time = 302.24
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79287 || R2pers = 0.76403 || Elapsed time = 318.71
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79209 || R2pers = 0.76403 || Elapsed time = 335.81
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79199 || R2pers = 0.76403 || Elapsed time = 353.28
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78934 || R2pers = 0.76403 || Elapsed time = 371.72
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79000 || R2pers = 0.76403 || Elapsed time = 391.61
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79156 || R2pers = 0.76403 || Elapsed time = 411.55
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79114 || R2pers = 0.76403 || Elapsed time = 431.65
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78992 || R2pers = 0.76403 || Elapsed time = 450.79
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79085 || R2pers = 0.76403 || Elapsed time = 470.80
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 1 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78836 || R2pers = 0.76403 || Elapsed time = 491.11
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79477 || R2pers = 0.76403 || Elapsed time = 522.06
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79679 || R2pers = 0.76403 || Elapsed time = 554.09
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79372 || R2pers = 0.76403 || Elapsed time = 586.82
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79037 || R2pers = 0.76403 || Elapsed time = 620.48
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78985 || R2pers = 0.76403 || Elapsed time = 654.03
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78811 || R2pers = 0.76403 || Elapsed time = 687.59
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77602 || R2pers = 0.76403 || Elapsed time = 721.99
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77826 || R2pers = 0.76403 || Elapsed time = 755.98
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78137 || R2pers = 0.76403 || Elapsed time = 788.48
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 32 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77117 || R2pers = 0.76403 || Elapsed time = 818.95
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79469 || R2pers = 0.76403 || Elapsed time = 851.43
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79352 || R2pers = 0.76403 || Elapsed time = 885.88
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79494 || R2pers = 0.76403 || Elapsed time = 919.09
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79383 || R2pers = 0.76403 || Elapsed time = 952.31
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78350 || R2pers = 0.76403 || Elapsed time = 985.65
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78801 || R2pers = 0.76403 || Elapsed time = 1019.73
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78130 || R2pers = 0.76403 || Elapsed time = 1053.54
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78528 || R2pers = 0.76403 || Elapsed time = 1087.64
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77559 || R2pers = 0.76403 || Elapsed time = 1122.24
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 64 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78586 || R2pers = 0.76403 || Elapsed time = 1157.67
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79183 || R2pers = 0.76403 || Elapsed time = 1193.96
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79430 || R2pers = 0.76403 || Elapsed time = 1230.69
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79483 || R2pers = 0.76403 || Elapsed time = 1267.58
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79537 || R2pers = 0.76403 || Elapsed time = 1305.17
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.40 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79153 || R2pers = 0.76403 || Elapsed time = 1342.42
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.50 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79032 || R2pers = 0.76403 || Elapsed time = 1385.19
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.60 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79147 || R2pers = 0.76403 || Elapsed time = 1427.28
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.70 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79087 || R2pers = 0.76403 || Elapsed time = 1467.89
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.80 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.77854 || R2pers = 0.76403 || Elapsed time = 1507.56
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 2 || NNEUR= 128 || DROP= 0.90 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78098 || R2pers = 0.76403 || Elapsed time = 1548.49
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.00 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79509 || R2pers = 0.76403 || Elapsed time = 1598.31
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.10 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79507 || R2pers = 0.76403 || Elapsed time = 1649.07
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.20 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.79196 || R2pers = 0.76403 || Elapsed time = 1700.29
DATAS= 0 || LAG= 6 || AHEAD= 1 || RNN= LSTM || NLAY= 3 || NNEUR= 32 || DROP= 0.30 || ACT= tanh || RACT= hard_sigmoid || OPT= adam || R2Test = 0.78854 || R2pers = 0.76403 || Elapsed time = 1753.12
